Plobata010000001.1_cds_CAH3032177.1_1	Plobata00000001
Plobata010000026.1_cds_CAH3113486.1_9996	Plobata00022135
Plobata010000026.1_cds_CAH3113488.1_9997	Plobata00022136
Plobata010000026.1_cds_CAH3113490.1_9998	Plobata00022137
Plobata010000026.1_cds_CAH3113492.1_9999	Plobata00022138
Plobata010000026.1_cds_CAH3113495.1_10000	Plobata00022139
Plobata010000026.1_cds_CAH3113497.1_10001	Plobata00022140
Plobata010000026.1_cds_CAH3113499.1_10002	Plobata00022141
Plobata010000026.1_cds_CAH3113501.1_10003	Plobata00022143
Plobata010000026.1_cds_CAH3113503.1_10004	Plobata00022145
Plobata010000026.1_cds_CAH3113505.1_10005	Plobata00022146
Plobata010000026.1_cds_CAH3113506.1_10006	Plobata00022147
Plobata010000026.1_cds_CAH3113507.1_10007	Plobata00022149
Plobata010000026.1_cds_CAH3113508.1_10008	Plobata00022148
Plobata010000026.1_cds_CAH3113509.1_10009	Plobata00022150
Plobata010000026.1_cds_CAH3113510.1_10010	Plobata00022152
Plobata010000026.1_cds_CAH3113511.1_10011	Plobata00022153
Plobata010000026.1_cds_CAH3113512.1_10012	Plobata00022154
Plobata010000026.1_cds_CAH3113513.1_10013	Plobata00022155
Plobata010000026.1_cds_CAH3113514.1_10014	Plobata00022156
Plobata010000026.1_cds_CAH3113515.1_10015	Plobata00022157
Plobata010000026.1_cds_CAH3113516.1_10016	Plobata00022158
Plobata010000026.1_cds_CAH3113518.1_10017	Plobata00022162
Plobata010000026.1_cds_CAH3113520.1_10018	Plobata00022163
Plobata010000026.1_cds_CAH3113522.1_10019	Plobata00022164
Plobata010000026.1_cds_CAH3113524.1_10020	Plobata00022165
Plobata010000026.1_cds_CAH3113526.1_10021	Plobata00022166
Plobata010000026.1_cds_CAH3113528.1_10022	Plobata00022167
Plobata010000026.1_cds_CAH3113530.1_10023	Plobata00022168
Plobata010000026.1_cds_CAH3113532.1_10024	Plobata00022169
Plobata010000026.1_cds_CAH3113534.1_10025	Plobata00022170
Plobata010000026.1_cds_CAH3113536.1_10026	Plobata00022171
Plobata010000026.1_cds_CAH3113538.1_10027	Plobata00022172
Plobata010000026.1_cds_CAH3113540.1_10028	Plobata00022174
Plobata010000026.1_cds_CAH3113542.1_10029	Plobata00022175
Plobata010000026.1_cds_CAH3113544.1_10030	Plobata00022176
Plobata010000026.1_cds_CAH3113546.1_10031	Plobata00022177
Plobata010000026.1_cds_CAH3113548.1_10032	Plobata00022178
Plobata010000026.1_cds_CAH3113550.1_10033	Plobata00022180
Plobata010000026.1_cds_CAH3113552.1_10034	Plobata00022182
Plobata010000026.1_cds_CAH3113554.1_10035	Plobata00022183
Plobata010000026.1_cds_CAH3113556.1_10036	Plobata00022185
Plobata010000026.1_cds_CAH3113558.1_10037	Plobata00022186
Plobata010000026.1_cds_CAH3113560.1_10038	Plobata00022187
Plobata010000026.1_cds_CAH3113561.1_10039	Plobata00022188
Plobata010000026.1_cds_CAH3113562.1_10040	Plobata00022189
Plobata010000026.1_cds_CAH3113563.1_10041	Plobata00022190
Plobata010000026.1_cds_CAH3113564.1_10042	Plobata00022191
Plobata010000026.1_cds_CAH3113565.1_10043	Plobata00022192
Plobata010000026.1_cds_CAH3113566.1_10044	Plobata00022194
Plobata010000026.1_cds_CAH3113567.1_10045	Plobata00022195
Plobata010000026.1_cds_CAH3113568.1_10046	Plobata00022196
Plobata010000026.1_cds_CAH3113570.1_10047	Plobata00022197
Plobata010000026.1_cds_CAH3113572.1_10048	Plobata00022198
Plobata010000026.1_cds_CAH3113574.1_10049	Plobata00022199
Plobata010000026.1_cds_CAH3113576.1_10050	Plobata00022200
Plobata010000026.1_cds_CAH3113578.1_10051	Plobata00022201
Plobata010000026.1_cds_CAH3113580.1_10052	Plobata00022202
Plobata010000026.1_cds_CAH3113582.1_10053	Plobata00022203
Plobata010000026.1_cds_CAH3113584.1_10054	Plobata00022206
Plobata010000026.1_cds_CAH3113586.1_10055	Plobata00022207
Plobata010000026.1_cds_CAH3113588.1_10056	Plobata00022208
Plobata010000026.1_cds_CAH3113590.1_10057	Plobata00022209
Plobata010000026.1_cds_CAH3113592.1_10058	Plobata00022210
Plobata010000026.1_cds_CAH3113594.1_10059	Plobata00022212
Plobata010000026.1_cds_CAH3113596.1_10060	Plobata00022214
Plobata010000026.1_cds_CAH3113598.1_10061	Plobata00022217
Plobata010000026.1_cds_CAH3113600.1_10062	Plobata00022218
Plobata010000026.1_cds_CAH3113602.1_10063	Plobata00022220
Plobata010000026.1_cds_CAH3113604.1_10064	Plobata00022221
Plobata010000026.1_cds_CAH3113606.1_10065	Plobata00022224
Plobata010000026.1_cds_CAH3113608.1_10066	Plobata00022225
Plobata010000026.1_cds_CAH3113609.1_10067	Plobata00022226
Plobata010000026.1_cds_CAH3113610.1_10068	Plobata00022227
Plobata010000026.1_cds_CAH3113611.1_10069	Plobata00022229
Plobata010000026.1_cds_CAH3113612.1_10070	Plobata00022230
Plobata010000026.1_cds_CAH3113613.1_10071	Plobata00022231
Plobata010000026.1_cds_CAH3113614.1_10072	Plobata00022234
Plobata010000026.1_cds_CAH3113615.1_10073	Plobata00022235
Plobata010000026.1_cds_CAH3113616.1_10074	Plobata00022236
Plobata010000026.1_cds_CAH3113617.1_10075	Plobata00022237
Plobata010000026.1_cds_CAH3113618.1_10076	Plobata00022238
Plobata010000026.1_cds_CAH3113619.1_10077	Plobata00022239
Plobata010000026.1_cds_CAH3113621.1_10078	Plobata00022240
Plobata010000026.1_cds_CAH3113623.1_10079	Plobata00022241
Plobata010000026.1_cds_CAH3113625.1_10080	Plobata00022242
Plobata010000026.1_cds_CAH3113627.1_10081	Plobata00022243
Plobata010000026.1_cds_CAH3113629.1_10082	Plobata00022244
Plobata010000026.1_cds_CAH3113631.1_10083	Plobata00022246
Plobata010000026.1_cds_CAH3113633.1_10084	Plobata00022248
Plobata010000026.1_cds_CAH3113635.1_10085	Plobata00022249
Plobata010000026.1_cds_CAH3113637.1_10086	Plobata00022251
Plobata010000026.1_cds_CAH3113639.1_10087	Plobata00022252
Plobata010000026.1_cds_CAH3113641.1_10088	Plobata00022253
Plobata010000026.1_cds_CAH3113643.1_10089	Plobata00022254
Plobata010000026.1_cds_CAH3113645.1_10090	Plobata00022255
Plobata010000026.1_cds_CAH3113647.1_10091	Plobata00022256
Plobata010000026.1_cds_CAH3113649.1_10092	Plobata00022257
Plobata010000026.1_cds_CAH3113651.1_10093	Plobata00022259
Plobata010000026.1_cds_CAH3113653.1_10094	Plobata00022261
Plobata010000026.1_cds_CAH3113655.1_10095	Plobata00022262
Plobata010000026.1_cds_CAH3113657.1_10096	Plobata00022263
Plobata010000026.1_cds_CAH3113659.1_10097	Plobata00022265
Plobata010000026.1_cds_CAH3113662.1_10098	Plobata00022268
Plobata010000026.1_cds_CAH3113665.1_10099	Plobata00022269
Plobata010000026.1_cds_CAH3113668.1_10100	Plobata00022270
Plobata010000026.1_cds_CAH3113671.1_10101	Plobata00022272
Plobata010000026.1_cds_CAH3113674.1_10102	Plobata00022264
Plobata010000026.1_cds_CAH3113677.1_10103	Plobata00022274
Plobata010000026.1_cds_CAH3113680.1_10104	Plobata00022273
Plobata010000026.1_cds_CAH3113683.1_10105	Plobata00022277
Plobata010000026.1_cds_CAH3113686.1_10106	Plobata00022278
Plobata010000026.1_cds_CAH3113689.1_10107	Plobata00022279
Plobata010000026.1_cds_CAH3113692.1_10108	Plobata00022280
Plobata010000026.1_cds_CAH3113695.1_10109	Plobata00022282
Plobata010000026.1_cds_CAH3113700.1_10110	Plobata00022283
Plobata010000026.1_cds_CAH3113703.1_10111	Plobata00022284
Plobata010000026.1_cds_CAH3113706.1_10112	Plobata00022285
Plobata010000026.1_cds_CAH3113709.1_10113	Plobata00022286
Plobata010000026.1_cds_CAH3113712.1_10114	Plobata00022287
Plobata010000026.1_cds_CAH3113715.1_10115	Plobata00022288
Plobata010000026.1_cds_CAH3113717.1_10116	Plobata00022290
Plobata010000026.1_cds_CAH3113719.1_10117	Plobata00022291
Plobata010000026.1_cds_CAH3113721.1_10118	Plobata00022292
Plobata010000026.1_cds_CAH3113723.1_10119	Plobata00022293
Plobata010000026.1_cds_CAH3113725.1_10120	Plobata00022294
Plobata010000026.1_cds_CAH3113727.1_10121	Plobata00022295
Plobata010000026.1_cds_CAH3113729.1_10122	Plobata00022297
Plobata010000026.1_cds_CAH3113731.1_10123	Plobata00022299
Plobata010000026.1_cds_CAH3113733.1_10124	Plobata00022300
Plobata010000026.1_cds_CAH3113736.1_10125	Plobata00022301
Plobata010000026.1_cds_CAH3113740.1_10126	Plobata00022016
Plobata010000026.1_cds_CAH3113743.1_10127	Plobata00022018
Plobata010000026.1_cds_CAH3113746.1_10128	Plobata00022019
Plobata010000026.1_cds_CAH3113749.1_10129	Plobata00022020
Plobata010000026.1_cds_CAH3113753.1_10130	Plobata00022022
Plobata010000026.1_cds_CAH3113756.1_10131	Plobata00022023
Plobata010000026.1_cds_CAH3113759.1_10132	Plobata00022024
Plobata010000026.1_cds_CAH3113762.1_10133	Plobata00022025
Plobata010000026.1_cds_CAH3113765.1_10134	Plobata00022026
Plobata010000026.1_cds_CAH3113768.1_10135	Plobata00022029
Plobata010000026.1_cds_CAH3113771.1_10136	Plobata00022031
Plobata010000026.1_cds_CAH3113774.1_10137	Plobata00022032
Plobata010000026.1_cds_CAH3113777.1_10138	Plobata00022033
Plobata010000026.1_cds_CAH3113780.1_10139	Plobata00022035
Plobata010000026.1_cds_CAH3113784.1_10140	Plobata00022036
Plobata010000026.1_cds_CAH3113787.1_10141	Plobata00022037
Plobata010000026.1_cds_CAH3113791.1_10142	Plobata00022038
Plobata010000026.1_cds_CAH3113794.1_10143	Plobata00022039
Plobata010000026.1_cds_CAH3113797.1_10144	Plobata00022043
Plobata010000026.1_cds_CAH3113800.1_10145	Plobata00022046
Plobata010000026.1_cds_CAH3113803.1_10146	Plobata00022047
Plobata010000026.1_cds_CAH3113806.1_10147	Plobata00022044
Plobata010000026.1_cds_CAH3113808.1_10148	Plobata00022048
Plobata010000026.1_cds_CAH3113811.1_10149	Plobata00022049
Plobata010000026.1_cds_CAH3113813.1_10150	Plobata00022050
Plobata010000026.1_cds_CAH3113815.1_10151	Plobata00022051
Plobata010000026.1_cds_CAH3113817.1_10152	Plobata00022053
Plobata010000026.1_cds_CAH3113819.1_10153	Plobata00022054
Plobata010000026.1_cds_CAH3113821.1_10154	Plobata00022056
Plobata010000026.1_cds_CAH3113823.1_10155	Plobata00022057
Plobata010000026.1_cds_CAH3113825.1_10156	Plobata00022058
Plobata010000026.1_cds_CAH3113828.1_10157	Plobata00022059
Plobata010000026.1_cds_CAH3113831.1_10158	Plobata00022060
Plobata010000026.1_cds_CAH3113834.1_10159	Plobata00022061
Plobata010000026.1_cds_CAH3113837.1_10160	Plobata00022062
Plobata010000026.1_cds_CAH3113840.1_10161	Plobata00022064
Plobata010000026.1_cds_CAH3113843.1_10162	Plobata00022065
Plobata010000026.1_cds_CAH3113846.1_10163	Plobata00022066
Plobata010000026.1_cds_CAH3113849.1_10164	Plobata00022067
Plobata010000026.1_cds_CAH3113852.1_10165	Plobata00022068
Plobata010000026.1_cds_CAH3113855.1_10166	Plobata00022069
Plobata010000027.1_cds_CAH3114106.1_10167	Plobata00022739
Plobata010000027.1_cds_CAH3114108.1_10168	Plobata00022738
Plobata010000027.1_cds_CAH3114110.1_10169	Plobata00022809
Plobata010000027.1_cds_CAH3114112.1_10170	Plobata00022826
Plobata010000027.1_cds_CAH3114114.1_10171	Plobata00022831
Plobata010000027.1_cds_CAH3114116.1_10172	Plobata00022848
Plobata010000027.1_cds_CAH3114118.1_10173	Plobata00022854
Plobata010000027.1_cds_CAH3114120.1_10174	Plobata00022856
Plobata010000027.1_cds_CAH3114122.1_10175	Plobata00022871
Plobata010000027.1_cds_CAH3114126.1_10176	Plobata00022878
Plobata010000027.1_cds_CAH3114128.1_10177	Plobata00022880
Plobata010000027.1_cds_CAH3114131.1_10178	Plobata00022889
Plobata010000027.1_cds_CAH3114134.1_10179	Plobata00022890
Plobata010000027.1_cds_CAH3114137.1_10180	Plobata00022897
Plobata010000027.1_cds_CAH3114139.1_10181	Plobata00022906
Plobata010000027.1_cds_CAH3114142.1_10182	Plobata00022910
Plobata010000027.1_cds_CAH3114145.1_10183	Plobata00022919
Plobata010000027.1_cds_CAH3114148.1_10184	Plobata00022927
Plobata010000027.1_cds_CAH3114151.1_10185	Plobata00022932
Plobata010000027.1_cds_CAH3114154.1_10186	Plobata00022937
Plobata010000027.1_cds_CAH3114157.1_10187	Plobata00022954
Plobata010000027.1_cds_CAH3114161.1_10188	Plobata00022970
Plobata010000027.1_cds_CAH3114164.1_10189	Plobata00022979
Plobata010000027.1_cds_CAH3114168.1_10190	Plobata00022981
Plobata010000027.1_cds_CAH3114172.1_10191	Plobata00022987
Plobata010000027.1_cds_CAH3114176.1_10192	Plobata00022995
Plobata010000027.1_cds_CAH3114179.1_10193	Plobata00023003
Plobata010000027.1_cds_CAH3114182.1_10194	Plobata00023013
Plobata010000027.1_cds_CAH3114185.1_10195	Plobata00023015
Plobata010000027.1_cds_CAH3114188.1_10196	Plobata00023019
Plobata010000027.1_cds_CAH3114190.1_10197	Plobata00023026
Plobata010000027.1_cds_CAH3114191.1_10198	Plobata00023036
Plobata010000027.1_cds_CAH3114193.1_10199	Plobata00023049
Plobata010000027.1_cds_CAH3114195.1_10200	Plobata00023068
Plobata010000027.1_cds_CAH3114197.1_10201	Plobata00023083
Plobata010000027.1_cds_CAH3114199.1_10202	Plobata00023092
Plobata010000027.1_cds_CAH3114201.1_10203	Plobata00023098
Plobata010000027.1_cds_CAH3114203.1_10204	Plobata00022748
Plobata010000027.1_cds_CAH3114206.1_10205	Plobata00022756
Plobata010000027.1_cds_CAH3114209.1_10206	Plobata00022758
Plobata010000027.1_cds_CAH3114213.1_10207	Plobata00022763
Plobata010000027.1_cds_CAH3114217.1_10208	Plobata00022794
Plobata010000027.1_cds_CAH3114220.1_10209	Plobata00022804
Plobata010000027.1_cds_CAH3114223.1_10210	Plobata00022805
Plobata010000027.1_cds_CAH3114226.1_10211	Plobata00022807
Plobata010000027.1_cds_CAH3114229.1_10212	Plobata00022810
Plobata010000027.1_cds_CAH3114232.1_10213	Plobata00022813
Plobata010000027.1_cds_CAH3114235.1_10214	Plobata00022814
Plobata010000027.1_cds_CAH3114238.1_10215	Plobata00022815
Plobata010000027.1_cds_CAH3114241.1_10216	Plobata00022816
Plobata010000027.1_cds_CAH3114244.1_10217	Plobata00022817
Plobata010000027.1_cds_CAH3114247.1_10218	Plobata00022819
Plobata010000027.1_cds_CAH3114250.1_10219	Plobata00022820
Plobata010000027.1_cds_CAH3114253.1_10220	Plobata00022821
Plobata010000027.1_cds_CAH3114257.1_10221	Plobata00022822
Plobata010000027.1_cds_CAH3114260.1_10222	Plobata00022823
Plobata010000027.1_cds_CAH3114263.1_10223	Plobata00022824
Plobata010000027.1_cds_CAH3114266.1_10224	Plobata00022825
Plobata010000027.1_cds_CAH3114269.1_10225	Plobata00022827
Plobata010000027.1_cds_CAH3114271.1_10226	Plobata00022828
Plobata010000027.1_cds_CAH3114273.1_10227	Plobata00022829
Plobata010000027.1_cds_CAH3114275.1_10228	Plobata00022830
Plobata010000027.1_cds_CAH3114277.1_10229	Plobata00022832
Plobata010000027.1_cds_CAH3114279.1_10230	Plobata00022833
Plobata010000027.1_cds_CAH3114281.1_10231	Plobata00022834
Plobata010000027.1_cds_CAH3114283.1_10232	Plobata00022835
Plobata010000027.1_cds_CAH3114285.1_10233	Plobata00022836
Plobata010000027.1_cds_CAH3114288.1_10234	Plobata00022837
Plobata010000027.1_cds_CAH3114291.1_10235	Plobata00022838
Plobata010000027.1_cds_CAH3114294.1_10236	Plobata00022839
Plobata010000027.1_cds_CAH3114297.1_10237	Plobata00022840
Plobata010000027.1_cds_CAH3114300.1_10238	Plobata00022841
Plobata010000027.1_cds_CAH3114303.1_10239	Plobata00022842
Plobata010000027.1_cds_CAH3114306.1_10240	Plobata00022843
Plobata010000027.1_cds_CAH3114309.1_10241	Plobata00022844
Plobata010000027.1_cds_CAH3114312.1_10242	Plobata00022845
Plobata010000027.1_cds_CAH3114315.1_10243	Plobata00022846
Plobata010000027.1_cds_CAH3114318.1_10244	Plobata00022847
Plobata010000027.1_cds_CAH3114321.1_10245	Plobata00022849
Plobata010000027.1_cds_CAH3114324.1_10246	Plobata00022850
Plobata010000027.1_cds_CAH3114328.1_10247	Plobata00022851
Plobata010000027.1_cds_CAH3114331.1_10248	Plobata00022852
Plobata010000027.1_cds_CAH3114334.1_10249	Plobata00022853
Plobata010000027.1_cds_CAH3114337.1_10250	Plobata00022855
Plobata010000027.1_cds_CAH3114340.1_10251	Plobata00022858
Plobata010000027.1_cds_CAH3114343.1_10252	Plobata00022859
Plobata010000027.1_cds_CAH3114346.1_10253	Plobata00022860
Plobata010000027.1_cds_CAH3114350.1_10254	Plobata00022861
Plobata010000027.1_cds_CAH3114353.1_10255	Plobata00022862
Plobata010000027.1_cds_CAH3114356.1_10256	Plobata00022863
Plobata010000027.1_cds_CAH3114358.1_10257	Plobata00022866
Plobata010000027.1_cds_CAH3114360.1_10258	Plobata00022864
Plobata010000027.1_cds_CAH3114362.1_10259	Plobata00022867
Plobata010000027.1_cds_CAH3114364.1_10260	Plobata00022873
Plobata010000027.1_cds_CAH3114366.1_10261	Plobata00022874
Plobata010000027.1_cds_CAH3114368.1_10262	Plobata00022879
Plobata010000027.1_cds_CAH3114370.1_10263	Plobata00022881
Plobata010000027.1_cds_CAH3114373.1_10264	Plobata00022882
Plobata010000027.1_cds_CAH3114376.1_10265	Plobata00022883
Plobata010000027.1_cds_CAH3114379.1_10266	Plobata00022884
Plobata010000027.1_cds_CAH3114382.1_10267	Plobata00022886
Plobata010000027.1_cds_CAH3114385.1_10268	Plobata00022887
Plobata010000027.1_cds_CAH3114388.1_10269	Plobata00022888
Plobata010000027.1_cds_CAH3114391.1_10270	Plobata00022891
Plobata010000027.1_cds_CAH3114394.1_10271	Plobata00022892
Plobata010000027.1_cds_CAH3114397.1_10272	Plobata00022893
Plobata010000027.1_cds_CAH3114400.1_10273	Plobata00022894
Plobata010000027.1_cds_CAH3114403.1_10274	Plobata00022895
Plobata010000027.1_cds_CAH3114406.1_10275	Plobata00022896
Plobata010000027.1_cds_CAH3114409.1_10276	Plobata00022898
Plobata010000027.1_cds_CAH3114411.1_10277	Plobata00022899
Plobata010000027.1_cds_CAH3114413.1_10278	Plobata00022900
Plobata010000027.1_cds_CAH3114415.1_10279	Plobata00022901
Plobata010000027.1_cds_CAH3114418.1_10280	Plobata00022903
Plobata010000027.1_cds_CAH3114420.1_10281	Plobata00022902
Plobata010000027.1_cds_CAH3114422.1_10282	Plobata00022907
Plobata010000027.1_cds_CAH3114424.1_10283	Plobata00022908
Plobata010000027.1_cds_CAH3114426.1_10284	Plobata00022909
Plobata010000027.1_cds_CAH3114429.1_10285	Plobata00022911
Plobata010000027.1_cds_CAH3114432.1_10286	Plobata00022912
Plobata010000027.1_cds_CAH3114435.1_10287	Plobata00022913
Plobata010000027.1_cds_CAH3114438.1_10288	Plobata00022915
Plobata010000027.1_cds_CAH3114441.1_10289	Plobata00022916
Plobata010000027.1_cds_CAH3114445.1_10290	Plobata00022917
Plobata010000027.1_cds_CAH3114447.1_10291	Plobata00022918
Plobata010000027.1_cds_CAH3114450.1_10292	Plobata00022920
Plobata010000027.1_cds_CAH3114453.1_10293	Plobata00022921
Plobata010000027.1_cds_CAH3114457.1_10294	Plobata00022922
Plobata010000027.1_cds_CAH3114460.1_10295	Plobata00022923
Plobata010000027.1_cds_CAH3114463.1_10296	Plobata00022924
Plobata010000027.1_cds_CAH3114467.1_10297	Plobata00022925
Plobata010000027.1_cds_CAH3114470.1_10298	Plobata00022926
Plobata010000027.1_cds_CAH3114473.1_10299	Plobata00022928
Plobata010000027.1_cds_CAH3114476.1_10300	Plobata00022929
Plobata010000027.1_cds_CAH3114479.1_10301	Plobata00022930
Plobata010000027.1_cds_CAH3114482.1_10302	Plobata00022931
Plobata010000027.1_cds_CAH3114485.1_10303	Plobata00022933
Plobata010000027.1_cds_CAH3114488.1_10304	Plobata00022935
Plobata010000027.1_cds_CAH3114491.1_10305	Plobata00022936
Plobata010000027.1_cds_CAH3114494.1_10306	Plobata00022938
Plobata010000027.1_cds_CAH3114496.1_10307	Plobata00022939
Plobata010000027.1_cds_CAH3114498.1_10308	Plobata00022940
Plobata010000027.1_cds_CAH3114500.1_10309	Plobata00022942
Plobata010000027.1_cds_CAH3114502.1_10310	Plobata00022943
Plobata010000027.1_cds_CAH3114504.1_10311	Plobata00022945
Plobata010000027.1_cds_CAH3114506.1_10312	Plobata00022946
Plobata010000027.1_cds_CAH3114508.1_10313	Plobata00022947
Plobata010000027.1_cds_CAH3114510.1_10314	Plobata00022948
Plobata010000027.1_cds_CAH3114512.1_10315	Plobata00022950
Plobata010000027.1_cds_CAH3114514.1_10316	Plobata00022951
Plobata010000027.1_cds_CAH3114517.1_10317	Plobata00022952
Plobata010000027.1_cds_CAH3114520.1_10318	Plobata00022953
Plobata010000027.1_cds_CAH3114523.1_10319	Plobata00022956
Plobata010000027.1_cds_CAH3114526.1_10320	Plobata00022957
Plobata010000027.1_cds_CAH3114529.1_10321	Plobata00022958
Plobata010000027.1_cds_CAH3114532.1_10322	Plobata00022959
Plobata010000027.1_cds_CAH3114535.1_10323	Plobata00022960
Plobata010000027.1_cds_CAH3114538.1_10324	Plobata00022961
Plobata010000027.1_cds_CAH3114541.1_10325	Plobata00022962
Plobata010000027.1_cds_CAH3114544.1_10326	Plobata00022963
Plobata010000027.1_cds_CAH3114547.1_10327	Plobata00022964
Plobata010000027.1_cds_CAH3114550.1_10328	Plobata00022965
Plobata010000027.1_cds_CAH3114553.1_10329	Plobata00022967
Plobata010000027.1_cds_CAH3114556.1_10330	Plobata00022968
Plobata010000027.1_cds_CAH3114559.1_10331	Plobata00022969
Plobata010000027.1_cds_CAH3114562.1_10332	Plobata00022971
Plobata010000027.1_cds_CAH3114565.1_10333	Plobata00022972
Plobata010000027.1_cds_CAH3114568.1_10334	Plobata00022973
Plobata010000027.1_cds_CAH3114571.1_10335	Plobata00022974
Plobata010000027.1_cds_CAH3114574.1_10336	Plobata00022976
Plobata010000027.1_cds_CAH3114577.1_10337	Plobata00022977
Plobata010000027.1_cds_CAH3114579.1_10338	Plobata00022978
Plobata010000027.1_cds_CAH3114581.1_10339	Plobata00022982
Plobata010000027.1_cds_CAH3114583.1_10340	Plobata00022983
Plobata010000027.1_cds_CAH3114585.1_10341	Plobata00022985
Plobata010000027.1_cds_CAH3114587.1_10342	Plobata00022988
Plobata010000027.1_cds_CAH3114589.1_10343	Plobata00022989
Plobata010000027.1_cds_CAH3114592.1_10344	Plobata00022991
Plobata010000027.1_cds_CAH3114594.1_10345	Plobata00022992
Plobata010000027.1_cds_CAH3114597.1_10346	Plobata00022993
Plobata010000027.1_cds_CAH3114600.1_10347	Plobata00022994
Plobata010000027.1_cds_CAH3114603.1_10348	Plobata00022997
Plobata010000027.1_cds_CAH3114606.1_10349	Plobata00022998
Plobata010000027.1_cds_CAH3114609.1_10350	Plobata00022999
Plobata010000027.1_cds_CAH3114612.1_10351	Plobata00023000
Plobata010000027.1_cds_CAH3114615.1_10352	Plobata00023004
Plobata010000027.1_cds_CAH3114618.1_10353	Plobata00023005
Plobata010000027.1_cds_CAH3114621.1_10354	Plobata00023008
Plobata010000027.1_cds_CAH3114624.1_10355	Plobata00023009
Plobata010000027.1_cds_CAH3114627.1_10356	Plobata00023010
